ranking,modelo,link_review,link_importar,link_amazon,nota_global,som,anc,modo_ambiente,microfone,preço_medio_reais,autonomia_horas,resistencia,tipo,estilo,carrega_sem_fio,possui_anc,possui_modo_ambiente,possui_modo_jogo,possui_deteccao_uso,possui_atender_recusar,possui_play_pause,possui_avancar_musica,possui_retormar_musica,possui_chamar_assistente,possui_controle_volume,possui_configurar_toques,possui_multiponto,possui_deteccao_voz,possui_atendimento_automatico,possui_audio_espacial
136,FIIL T1 Pro,https://youtu.be/_HXAOF05vIw,https://s.click.aliexpress.com/e/_DC5RFB9,https://amzn.to/3AoG2nR,8.7,8.5,N/A,N/A,9,340,7,IPX5,Intra Auricular,Cápsulas,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
152,SoundPeats Truengine 3 SE,https://youtu.be/Ac7CO2_Zo4A,https://s.click.aliexpress.com/e/_DkuOHkr,https://amzn.to/3Aqzyoz,8.6,8.5,N/A,N/A,8.8,230,6,IPX5,Intra Auricular,Cápsulas,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
153,Tranya B530 Pro,https://youtu.be/TdlR-5BPHbw,https://amzn.to/3jyyCJp,https://amzn.to/3FuQTQH,8.6,8.5,N/A,N/A,8.7,34,8.5,IPX5,Intra Auricular,Cápsulas,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
154,Syllable S115,https://youtu.be/M4kJiQl6lns,https://s.click.aliexpress.com/e/_DdLAzRN,https://amzn.to/3Fu1345,8.6,8.5,N/A,N/A,8.7,175,10,IPX6,Intra Auricular,Cápsulas,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
155,QCY-T10,https://youtu.be/QTufWEijijY,N/A,https://amzn.to/3iJ6Edo,8.6,8.5,N/A,N/A,8.5,100,3.5,IPX5,Intra Auricular,Hastes,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
156,Blitzwolf BW-FYE7,https://youtu.be/YbYJrFnLOxo,https://s.click.aliexpress.com/e/_Dl20iv9,https://amzn.to/3Aq2aOs,8.6,8.5,N/A,N/A,8,180,4.5,IPX4,Intra Auricular,Cápsulas,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
161,QCY-T8,https://youtu.be/NBqYPicUHww,https://s.click.aliexpress.com/e/_DEI0Zjl,https://amzn.to/3BpdJXP,8.5,8.5,N/A,N/A,8,170,4,IPX4,Intra Auricular,Hastes,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
162,QCC010 MAX,https://youtu.be/eODf7watjU4,N/A,N/A,8.5,8.3,N/A,N/A,8.7,120,8,IPX5,Intra Auricular,Cápsulas,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
163,Edifier X3,https://youtu.be/pHtUzRLEazk,https://s.click.aliexpress.com/e/_DkEwRDZ,https://amzn.to/3mBoyzF,8.5,8.3,N/A,N/A,8.7,125,6,IPX5,Intra Auricular,Hastes,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
164,Xiaomi Redmi Airdots 3,https://youtu.be/5TOMlR3JZqA,https://s.click.aliexpress.com/e/_DlEbu7h,https://amzn.to/3oLR8Rt,8.5,8.3,N/A,N/A,8.5,200,5,IPX4,Intra Auricular,Cápsulas,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
165,Ugreen HiTune,https://youtu.be/dQUQi0gnm4w,N/A,https://amzn.to/3akTQ8j,8.5,8.3,N/A,N/A,8.5,260,7,IPX5,Intra Auricular,Cápsulas,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
166,Syllable S103,https://youtu.be/yYvFDZ1eXgg,N/A,https://amzn.to/3BrPb06,8.5,8.3,N/A,N/A,8,90,4,IPX6,Intra Auricular,Cápsulas,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
167,Tronsmart Onyx Free,https://youtu.be/dzMEUNyxAu4,https://bit.ly/2GsP3pQ,https://amzn.to/3oKOY4Q,8.5,8.3,N/A,N/A,8,140,6,IPX7,Intra Auricular,Cápsulas,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
168,Blitzwolf BW-FLB2,https://youtu.be/QOMWViE3goE,N/A,https://amzn.to/3uSZHv5,8.5,8.3,N/A,N/A,8,170,4,IPX4,Intra Auricular,Hastes,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
169,Lenovo XT90,https://youtu.be/uukPYz4Ts-k,https://s.click.aliexpress.com/e/_DkBI1NZ,https://amzn.to/3iM6j9w,8.5,8.3,N/A,N/A,7.5,65,3,IP54,Intra Auricular,Hastes,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
170,ZMI PurPods Pro,https://youtu.be/v6q4AUPpuMM,N/A,https://amzn.to/3oKMyD2,8.5,8.3,8.3,8.3,8.5,340,10,IPX4,Intra Auricular,Hastes,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
171,Blitzwolf BW-ANC2,https://youtu.be/geUr86MgLaA,N/A,https://amzn.to/3oeqcYP,8.5,8.3,7,N/A,7.5,205,30,IPX5,Intra Auricular,Com Fio,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não
172,KZ S1 Hybrid,https://youtu.be/aRc84fUovfo,N/A,https://amzn.to/3BkP2eZ,8.4,8.2,N/A,N/A,8.5,130,3,N/A,Intra Auricular,Cápsulas,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
173,Blackview Airbuds 10 Pro,https://youtu.be/eTFa0_yICtM,https://s.click.aliexpress.com/e/_DnSB259,https://amzn.to/3CPxDgW,8.4,8,N/A,N/A,8.8,200,5.5,IP68,Intra Auricular,Com Gancho,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
174,Tranya X3,https://youtu.be/M7QSRLCgUsw,https://amzn.to/3R252vf,https://amzn.to/3R252vf,8.4,8,N/A,N/A,8.8,260,8,IPX5,Intra Auricular,Com Gancho,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
175,Blitzwolf BW-FYE8,https://youtu.be/Q3wk-n636Ww,https://s.click.aliexpress.com/e/_DBBcHOx,https://amzn.to/3DiPPxq,8.4,8,N/A,N/A,8.7,180,8.5,IPX5,Intra Auricular,Hastes,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
176,Xiaomi Redmi Airdots S,https://youtu.be/vCgeumZSycw,https://s.click.aliexpress.com/e/_DFueYJ1,https://amzn.to/3Foof3X,8.4,8,N/A,N/A,8.5,50,4,IPX4,Intra Auricular,Cápsulas,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
177,Xiaomi Redmi Airdots 2,https://youtu.be/sUEYPGV54dQ,https://s.click.aliexpress.com/e/_DDZad0n,https://amzn.to/3alUC4Q,8.4,8,N/A,N/A,8.5,50,4,IPX4,Intra Auricular,Cápsulas,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
178,QCY-T5,https://youtu.be/EcKxqpxFySI,https://s.click.aliexpress.com/e/_DdP07kP,https://amzn.to/3AoWswu,8.4,8,N/A,N/A,8.5,70,4,IPX4,Intra Auricular,Hastes,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
179,Xiaomi Redmi Airdots 2S,https://youtu.be/Qhe6167V9rY,N/A,https://amzn.to/2YyFo9V,8.4,8,N/A,N/A,8.5,100,4,N/A,Intra Auricular,Cápsulas,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
180,QCY-T4,https://youtu.be/2FIBwC7Y6ZU,N/A,https://amzn.to/3DnPlGC,8.4,8,N/A,N/A,8,125,4,IPX4,Intra Auricular,Cápsulas,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
181,QCY Crossky Link,https://youtu.be/s592yr2LfXc,https://s.click.aliexpress.com/e/_DDlYOCf,https://amzn.to/3OUHusF,8.4,7.7,N/A,N/A,8.8,100,10,IPX6,Intra Auricular,Com Gancho,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
182,AirPods Pro 2 Shopee,https://youtu.be/kHGdSPOImLA,https://shope.ee/4KlCfFqnR2,N/A,8,8.7,N/A,N/A,8,85,3,N/A,Intra Auricular,Hastes,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
183,ANC Air30 Pro,https://youtu.be/3fyGuW3h5n0,https://shope.ee/2pwFYNrSka,N/A,8,8.55,7.7,7.7,8,180,3,N/A,Intra Auricular,Hastes,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não
184,ANC Air21 Pro,https://youtu.be/jrj0RGS_BWs,https://shope.ee/2pwFYNrSka,N/A,8,8.55,7.7,7.7,8,N/A,3,N/A,Intra Auricular,Hastes,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não
185,ANC Air20 Pro,https://youtu.be/xepkzxPCwBU,https://shope.ee/2pwFYNrSka,N/A,8,8.55,7.7,7.7,8,N/A,3,N/A,Intra Auricular,Hastes,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não
186,i500 AirPro TWS,https://youtu.be/G7EVLIlSdAg,https://shope.ee/2pwFYNrSka,N/A,8,8.5,N/A,N/A,8.5,N/A,3,N/A,Intra Auricular,Hastes,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
187,Air4 Pro TWS,https://youtu.be/AKiTrY9QSCY,https://shope.ee/2pwFYNrSka,N/A,8,8.5,N/A,N/A,8,N/A,3,N/A,Intra Auricular,Hastes,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
188,i900.000 Pro TWS,https://youtu.be/Aj_taKxq2yY,https://shope.ee/2pwFYNrSka,N/A,8,8.5,N/A,N/A,8,N/A,3,N/A,Intra Auricular,Hastes,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
189,ANC Air13 Plus,https://youtu.be/9wpl2YUUzrc,https://shope.ee/2pwFYNrSka,N/A,8,8.5,7.7,7.7,8.2,N/A,3,N/A,Intra Auricular,Hastes,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não
190,ANC Air12 Plus,https://youtu.be/XbKTNCunnO4,https://shope.ee/2pwFYNrSka,N/A,8,8.5,7.5,7.5,8,N/A,3,N/A,Intra Auricular,Hastes,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não
191,SkyPods 3 TWS,https://youtu.be/epgdaLfieiI,https://shope.ee/2pwFYNrSka,N/A,8,8,N/A,N/A,8,N/A,3,N/A,Intra Auricular,Hastes,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
192,Haylou GT1 XR,https://youtu.be/1nTgENONwqg,N/A,https://amzn.to/3Dfx7qG,7.5,7.5,N/A,N/A,8.5,130,3.5,IPX5,Intra Auricular,Cápsulas,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
193,Bluedio S6,https://youtu.be/XiOnAMTJFGE,https://s.click.aliexpress.com/e/_Dl3CQnv,https://amzn.to/3GiZtD8,7.5,7.5,N/A,N/A,7.5,135,7,N/A,Intra Auricular,Com Gancho,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
194,TOZO Tonal Fits T21,https://youtu.be/-dxeghI3bM0,N/A,https://amzn.to/3QlcIJI,8.71,8.72,N/A,N/A,8.9,250,6,IPX8,Auricular,Hastes,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
195,SoundPeats Air 4,https://youtu.be/gb_u3qg5U7U,https://s.click.aliexpress.com/e/_DmCRBux,https://amzn.to/47yjdjc,8.71,8.72,7,N/A,8,250,7,IPX5,Auricular,Hastes,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não
196,SoundPeats Air 4 Lite,https://youtu.be/LuckLdI76jM,https://s.click.aliexpress.com/e/_DmoBFJT,https://amzn.to/3tIYUAQ,8.71,8.71,N/A,N/A,8.7,250,7,IPX5,Auricular,Hastes,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não
200,QCY-T21 Fairybuds,https://youtu.be/QMa4-jr36CQ,https://s.click.aliexpress.com/e/_DcJF9Vh,https://amzn.to/3Ck4qec,8.67,8.66,N/A,N/A,8.9,135,6,N/A,Auricular,Hastes,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
201,QCY-T20,https://youtu.be/e25rUw3sMNI,https://s.click.aliexpress.com/e/_DCGrNtZ,https://amzn.to/3cOv2dv,8.67,8.66,N/A,N/A,8.7,120,5.5,IPX4,Auricular,Hastes,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
203,Tranya F4,https://youtu.be/6e6-sEYTuSM,https://amzn.to/3Wk25qN,https://amzn.to/3Wk25qN,8.67,8.65,N/A,N/A,8.8,150,6,IPX5,Auricular,Hastes,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
204,Tranya F1,https://youtu.be/F23fY-PGBDc,https://amzn.to/3AOcW4G,https://amzn.to/3AOcW4G,8.67,8.65,N/A,N/A,8.8,200,7,IPX5,Auricular,Hastes,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
205,HONOR Choice Earbuds X,https://youtu.be/YTEpoEhTnTI,https://s.click.aliexpress.com/e/_DnOtqqf,https://amzn.to/3aETWuN,8.67,8.65,N/A,N/A,8.7,165,6,IPX4,Auricular,Hastes,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
206,SoundPeats True Air2,https://youtu.be/QK5KC9Jetnc,https://s.click.aliexpress.com/e/_DkwL84T,https://amzn.to/3Ap6zRS,8.65,8.61,N/A,N/A,8.7,140,5,IPX4,Auricular,Hastes,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
207,Tronsmart Onyx Ace Pro,https://youtu.be/dyiNfHijWrw,https://s.click.aliexpress.com/e/_DeuNV3l,https://amzn.to/3sqSaU3,8.65,8.61,N/A,N/A,8.7,180,6.5,IPX5,Auricular,Hastes,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
207,Blitzwolf BW-FYE9,https://youtu.be/NWIaAMrGOEY,N/A,https://amzn.to/2YwCEtE,8.64,8.61,N/A,N/A,8.7,215,6,IPX4,Auricular,Hastes,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
208,Haylou MoriPods,https://youtu.be/aKEATJZa2QE,https://s.click.aliexpress.com/e/_DkxoOdH,https://amzn.to/3mzVGIe,8.64,8.61,N/A,N/A,8.7,160,6,IPX4,Auricular,Hastes,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
223,Syllable S8,https://youtu.be/aE5GKeaba1E,https://s.click.aliexpress.com/e/_DdVGYVV,https://amzn.to/2YyAiL7,8.35,8.3,N/A,N/A,8.5,70,5,IPX6,Auricular,Hastes,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
224,Mifa X17,https://youtu.be/dhnCpQc9WrQ,https://s.click.aliexpress.com/e/_De9xR1v,https://amzn.to/3DnHusn,8.35,8.3,N/A,N/A,8.5,150,5,IPX5,Auricular,Hastes,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
225,Ugreen Hitune T2,https://youtu.be/t-BSyZJrkIA,https://s.click.aliexpress.com/e/_DBvFTDv,https://amzn.to/3iK5mi6,8.35,8.3,N/A,N/A,8.5,210,4,IPX5,Auricular,Hastes,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
197,SoundPeats Air3,https://youtu.be/EtDZauw1hS4,https://s.click.aliexpress.com/e/_Ddg3XcJ,https://amzn.to/3mhFpZo,8.7,8.7,N/A,N/A,8.7,210,5,IPX5,Auricular,Hastes,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
198,SoundPeats Air3 Deluxe HS,https://youtu.be/sOxg0RR0MdE,https://s.click.aliexpress.com/e/_DBE3Lsf,https://amzn.to/3TPZ6VP,8.7,8.7,N/A,N/A,8.7,230,5,IPX4,Auricular,Hastes,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
199,Xiaomi Redmi Buds 4 Lite,https://youtu.be/WkuCNZ2ZGwA,https://s.click.aliexpress.com/e/_DF1rNjp,https://amzn.to/3Yd2ON2,8.7,8.69,N/A,N/A,8.7,90,5,IP54,Auricular,Hastes,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não
208,HONOR Earbuds X5,https://youtu.be/5aftyPgSIis,https://s.click.aliexpress.com/e/_DmbvTCj,https://amzn.to/46QumdK,8.6,8.61,N/A,N/A,8.7,125,5,N/A,Auricular,Hastes,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não
209,Baseus W05,https://youtu.be/xQHEvSyCPRw,N/A,https://amzn.to/3Dq1bQi,8.6,8.6,N/A,N/A,8.7,100,4,IP55,Auricular,Hastes,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
209,Edifier X2,https://youtu.be/AgbIj4FLtCE,https://s.click.aliexpress.com/e/_DFahRxl,https://amzn.to/3ipUDJe,8.6,8.6,N/A,N/A,8.7,105,7,IP54,Auricular,Hastes,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
210,HONOR Earbuds X2,https://youtu.be/sL7ufMNQlQs,https://s.click.aliexpress.com/e/_Dc85RDD,https://amzn.to/3QFrGId,8.6,8.6,N/A,N/A,8.7,140,6,IPX4,Auricular,Hastes,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
211,Xiaomi Redmi Buds 3,https://youtu.be/royvcL5qTBg,https://s.click.aliexpress.com/e/_DdIcU3z,https://amzn.to/3ws1KsD,8.6,8.6,N/A,N/A,8.7,140,5,IP54,Auricular,Hastes,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não
212,Tronsmart Onyx Ace,https://youtu.be/H1LvRTcSfaM,N/A,https://amzn.to/3mSBi5l,8.6,8.6,N/A,N/A,8.7,150,5,IPX5,Auricular,Hastes,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
213,SoundPeats Wings 2,https://youtu.be/eLFmKSow6bY,https://s.click.aliexpress.com/e/_DFWM5eX,https://amzn.to/3LL5ZX5,8.6,8.6,N/A,N/A,8.7,170,7,IPX5,Auricular,Com Gancho,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
214,Huawei Freebuds SE 2,https://youtu.be/2GSjvXBBJow,https://s.click.aliexpress.com/e/_DlgUzjZ,https://amzn.to/3teAPkO,8.6,8.6,N/A,N/A,8.7,175,9,IP54,Auricular,Hastes,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não
215,Xiaomi Air2 SE,https://youtu.be/UxlseXRaGc8,https://s.click.aliexpress.com/e/_DBcAEoj,https://amzn.to/3Akl0Xj,8.6,8.6,N/A,N/A,8.5,50,5,N/A,Auricular,Hastes,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não
216,Syllable J9,https://youtu.be/ekhZSXdUV5I,https://s.click.aliexpress.com/e/_DlrqNCB,https://amzn.to/3BdNGFA,8.5,8.6,N/A,N/A,8,100,5,IPX6,Auricular,Hastes,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
217,Edifier TWS200,https://youtu.be/QDA34iPRtng,N/A,https://amzn.to/3akM7ad,8.5,8.5,N/A,N/A,8.8,N/A,6,IPX4,Auricular,Hastes,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
218,TOZO Open Buds,https://youtu.be/qmoE6ebBkKI,https://s.click.aliexpress.com/e/_DdBq4gJ,https://amzn.to/411IDmC,8.5,8.5,N/A,N/A,8.7,365,12,IPX6,Auricular,Com Gancho,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
219,Baseus W04 Pro,https://youtu.be/iarlN2hYbF0,https://s.click.aliexpress.com/e/_Dm5htlv,https://amzn.to/3DpmeCM,8.5,8.5,N/A,N/A,8,180,5,IP54,Auricular,Hastes,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
220,Wavefun V,https://youtu.be/YOX7XAEL2Nk,N/A,https://amzn.to/3an0RoZ,8.5,"8,5",N/A,N/A,8.5,90,4,IPX5,Auricular,Hastes,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
221,QCY Crossky GTR,https://youtu.be/CNhx4mr0IoM,https://s.click.aliexpress.com/e/_Dns99lh,https://amzn.to/3KfbcGn,8.4,8,N/A,N/A,8.8,340,6,IPX5,Auricular,Com Gancho,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
222,OneOdio OpenRock S,https://youtu.be/zGyATE07YUo,https://s.click.aliexpress.com/e/_DBQX9WJ,https://amzn.to/45dTz1G,8.4,8,N/A,N/A,8.8,450,19,IPX5,Auricular,Com Gancho,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
226,i500 BlackPods,https://youtu.be/-c_4EiUZk0U,https://shope.ee/6KW7jFTERM,N/A,8,9,N/A,N/A,8,N/A,3,N/A,Auricular,Hastes,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
227,A900 TWS,https://youtu.be/Ai8ojypjb6k,https://shope.ee/frkzJL9jE,N/A,8,8.6,N/A,N/A,8.7,220,6,N/A,Auricular,Hastes,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não
228,Air60 TWS,https://youtu.be/6y6uNNahuAM,https://shope.ee/frkzJL9jE,N/A,8,8.5,N/A,N/A,8.7,200,3.5,N/A,Auricular,Hastes,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não
229,i99999 TWS,https://youtu.be/GpUJ51CWsNs,https://shope.ee/6KW7jFTERM,N/A,8,8.5,N/A,N/A,8,75,3.5,N/A,Auricular,Hastes,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
230,IP12 Pro TWS,https://youtu.be/DaiWncr3VW4,https://shope.ee/6KW7jFTERM,N/A,8,8.5,N/A,N/A,8,N/A,3.5,N/A,Auricular,Hastes,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
231,SkyPods Pro TWS,https://youtu.be/EPkFIY7f5zI,https://shope.ee/6KW7jFTERM,N/A,8,8.5,N/A,N/A,8,N/A,3.5,N/A,Auricular,Hastes,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
232,AirPods Mini Pro 5S,https://youtu.be/N9wK_oItbaU,https://s.click.aliexpress.com/e/_DdhOf6b,N/A,8,8.3,N/A,N/A,7.5,70,4,N/A,Auricular,Cápsulas,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
233,QCY-T7,https://youtu.be/IYl3YkxnPSs,https://s.click.aliexpress.com/e/_DePRZ1p,https://amzn.to/3AtjiD8,8,8,N/A,N/A,8,90,4,IPX4,Auricular,Hastes,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
234,Réplica Perfeita,https://youtu.be/D_Tzrd8nzlc,https://shope.ee/6KW7jFTERM,N/A,8,8,N/A,N/A,8,N/A,3,N/A,Auricular,Hastes,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não
235,Ambie Sound Earcuffs,https://youtu.be/rmap6OA4yzA,https://s.click.aliexpress.com/e/_DFTbCD1,https://amzn.to/3Fplu3b,7.3,7.5,N/A,N/A,8.8,80,4,IPX5,Auricular,Com Gancho,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
236,Naenka Runner Neo,https://youtu.be/Qm3dpZOD-dQ,http://www.naenka.com/,https://amzn.to/3rVZcmo,7.2,7.5,N/A,N/A,8.7,540,10,IP66,Auricular,Com Gancho,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
237,Haylou PurFree,https://youtu.be/Lh3xEGBllJw,https://s.click.aliexpress.com/e/_DmH5BBH,https://amzn.to/3NlQqoM,7.2,7.5,N/A,N/A,8.7,550,8,IP67,Auricular,Com Gancho,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não
238,Padmate S30,https://youtu.be/rmap6OA4yzA,https://bit.ly/3p2Gkhg,https://amzn.to/362D6Um,7.2,7,N/A,N/A,7.5,300,8,IPX5,Auricular,Com Gancho,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
